Package_Name	Description	Updated_Date
geco2	A fast tool to compress DNA sequences	2023-06-16
perl-text-csv_xs	Text::CSV_XS - comma-separated values manipulation routines	2023-06-16
chira	An integrated framework for annotation and visualization of chimeric reads.	2023-06-16
oligoarrayaux	OligoArrayAux is a subset of the UNAFold package for use with OligoArray.	2023-06-16
locus_processing	Tools for working with locus definition files	2023-06-16
pp-sketchlib	Library of sketching functions used by PopPUNK	2023-06-16
srax	Systematic Resistome Analysis	2023-06-16
imsindel	An accurate intermediate-size indel detection tool incorporating de novo assembly and gapped global-local alignment with split read analysis	2023-06-16
interleafq	Interleave and deinterleave FASTQ files	2023-06-16
gencore	Generate consensus reads to reduce sequencing noises and remove duplications	2023-06-16
haploconduct	HaploConduct is a package designed for reconstruction of individual haplotypes from next generation sequencing data, in particular Illumina. It provides two methods, SAVAGE and POLYTE, which can be run through the haploconduct wrapper.	2023-06-16
perl-math-matrixreal	Manipulate NxN matrices of real numbers	2023-06-16
perl-math-matrix	Multiply and invert Matrices	2023-06-16
mutscan	Detect and visualize target mutations by scanning FastQ files directly	2023-06-16
gnomic	A grammar for describing microbial genotypes and phenotypes	2023-06-16
bolt	A variant caller for short-read sequencing data	2023-06-16
assemblytics	analyze a genome assembly by comparing it to a reference genome	2023-06-16
scpred-cli	A set of command-line wrappers for the core functions in the scPred package.	2023-06-16
nseg	nseg identifies and masks regions of low complexity in nucleic acid sequences	2023-06-16
rtk	rtk - rarefaction toolkit for OTU tables	2023-06-16
genie	A toolkit for working with next-generation sequencing data	2023-06-16
dashing	Fast and accurate genomic distances using HyperLogLog	2023-06-16
perl-util-properties	Java.util.properties like class	2023-06-16
wade	WADE provides a flexible and customizable method to extract specific genes from a large number of genomes at once.	2023-06-16
snaptools	A module for working with snap files in Python	2023-06-16
bioconductor-sojourner	Statistical analysis of single molecule trajectories	2023-06-16
refgenconf	A standardized configuration object for reference genome assemblies	2023-06-16
borf	ORF predictions from .fa files	2023-06-16
bioconductor-xcir	XCI-inference	2023-06-16
bioconductor-crossicc	An Interactive Consensus Clustering Framework for Multi-platform Data Analysis	2023-06-16
perl-obogaf-parser	a perl5 module to handle obo and gaf file	2023-06-16
rilseq	Processing RILSeq experiments results	2023-06-16
vibrant	Virus Identification By iteRative ANnoTation	2023-06-16
variant_tools	Integrated annotation and analysis of next gen sequencing data	2023-06-16
clsify	Haplotyping of C. Liberibacter solanacearum from Sanger data.	2023-06-16
mango	A scalable genomic visualization tool	2023-06-16
isescan	A python pipeline to identify IS (Insertion Sequence) elements in genome and metagenome	2023-06-16
graph-boink	streaming de Bruijn graph compaction and sketching.	2023-06-16
genmap	Ultra-fast computation of genome mappability.	2023-06-16
cryfa	A secure encryption tool for genomic data	2023-06-16
matam	MATAM is a software dedicated to the fast and accurate targeted assembly of short reads.	2023-06-16
caper	Cromwell Assisted Pipeline ExecutoR	2023-06-16
gwama	Genome-Wide Association Meta Analysis	2023-06-16
cvbio	Tools for working with genomic and sequencing data, including multi-species read disambiguation	2023-06-16
dehomopolymerate	Collapse homopolymer runs in FASTQ files	2023-06-16
pirate	Pangenome analysis and threshold evaluation toolbox	2023-06-16
quasirecomb	Software of Inference of Quasispecies subjected to Recombination	2023-06-16
perl-data-lock	makes variables (im)?mutable	2023-06-16
samstats	SAM file alignment statistics at the read level	2023-06-16
xs-sim	Simulates NGS reads	2023-06-16
vpolo	Support package for Alevin tools	2023-06-16
hilive2	Tool for real-time read alignment of Illumina sequencing data	2023-06-16
python-eel	Tool for finding evolutionarily conserved mammalian enhancer elements.	2023-06-16
fings	Filters for Next Generation Sequencing	2023-06-16
blksheep	A package for differential extreme values analysis	2023-06-16
ena-dl	A tool to download FASTQs associated with Study, Experiment, or Run accessions.	2023-06-16
vamb	Variational autoencoder for metagenomic binning	2023-06-16
mrsfast	mrsFAST - micro-read substitution-only Fast Alignment Search Tool.	2023-06-16
emmtyper	Streptococcus pyogenes in silico EMM typer	2023-06-16
extract_fasta_seq	To extract specific fasta sequences from a fasta file.	2023-06-16
pynnotator	A Python Annotation Framework for VCFs using multiple tools.	2023-06-16
uvp	A Unified Variant Pipeline to identify variants and assign lineage from MTBC sequence data.	2023-06-16
kounta	Generate multi-sample k-mer count matrix	2023-06-16
vmatch	The Vmatch large scale sequence analysis software	2023-06-16
feature_merge	Merge features in GFF files	2023-06-16
blacksheep-outliers	A package for differential extreme values analysis	2023-06-16
bioconductor-gapgom	GAPGOM (novel Gene Annotation Prediction and other GO Metrics)	2023-06-16
modeltest-ng	ModelTest-NG is a tool for selecting the best-fit model of evolution for DNA and protein alignments.	2023-06-16
bioconductor-coregflux	CoRegFlux	2023-06-16
cgecore	Center for Genomic Epidemiology Core Module	2023-06-16
plasmidfinder	PlasmidFinder allows identification of plasmids in total or partial sequenced isolates of bacteria.	2023-06-16
sesimcmc	Motif finding with modified MCMC	2023-06-16
ultraheatmap	ultraheatmaps facilitates the production of deepTools heatmaps	2023-06-16
dcplib	Modules shared among multiple Data Coordination Platform components.	2023-06-16
deepstats	A statistical and dataviz toolbox for deeptools, genomic signals, and more.	2023-06-16
mobidic-mpa	MPA: MoBiDiC Prioritization Algorithm	2023-06-16
chunked-scatter	Chunk and scatter the regions in a bed or sequence dict file	2023-06-16
wisestork	Within-sample CNV calling	2023-06-16
ncbi-amr	AMRFinder find acquired antimicrobial resistance genes in protein or nucleotide sequences.	2023-06-16
triqler	A combined identification and quantification error model of label-free protein quantification	2023-06-16
circle-map	Circular DNA analysis tools	2023-06-16
r-freerange	Generate and manipulate genomic ranges.	2023-06-16
pal2nal	robust conversion of protein sequence alignments into the corresponding codon alignments	2023-06-16
perl-devel-cover	Code coverage metrics for Perl	2023-06-16
perl-b-debug	print debug info about ops	2023-06-16
rsidx	Library for indexing VCF files for random access searches by rsID	2023-06-16
perl-parallel-iterator	Simple parallel execution	2023-06-16
pgcgap	A prokaryotic genomics and comparative genomics analysis pipeline	2023-06-16
r-mmod	Provides functions for measuring population divergence from genotypic data.	2023-06-16
perl-const-fast	Facility for creating read-only scalars, arrays, and hashes	2023-06-16
perl-bignum	Transparent BigNumber support for Perl	2023-06-16
mfqe	mfqe is a tool for quickly seperating fasta and fastq files	2023-06-16
perl-math-bigrat	Arbitrary big rational numbers	2023-06-16
perl-test-file	test file attributes	2023-06-16
happer	Minimal Python library for generating haplotype sequences.	2023-06-16
ma	MA - The Modular Aligner	2023-06-16
perl-cg-pipeline	Perl libraries required for CG-Pipeline.	2023-06-16
perl-lyve-set	Perl libraries required for Lyve-SET.	2023-06-16
kipoi-utils	kipoi-utils: utils used in various packages related to kipoi	2023-06-16
kipoi-conda	kipoi-conda: conda/pip related functionality used by Kipoi	2023-06-16
capc-map	Analysis software for Capture-C data	2023-06-16
proda	ProDA - Multiple alignment of protein sequences with repeated and shuffled elements	2023-06-16
super_distance	Supertree method with distances	2023-06-16
jvarkit-bam2svg	BAM to Scalar Vector Graphics (SVG)	2023-06-16
cesm	The Community Earth System Model (CESM) is a coupled climate model for simulating Earth’s climate system	2023-06-16
pbgcpp	pbgcpp - GenomicConsensus in C++	2023-06-16
perl-dumbbench	More reliable benchmarking with the least amount of thinking	2023-06-16
perl-statistics-caseresampling	Efficient resampling and calculation of medians with confidence intervals	2023-06-16
amas	Calculate various summary statistics on a multiple sequence alignment	2023-06-16
collect-columns	Retrieve a column for each in a set of tables, placing them in a single output table.	2023-06-16
perl-moosex-object-pluggable	Make your classes pluggable	2023-06-16
perl-prefork	Optimized module loading for forking or non-forking processes	2023-06-16
perl-number-witherror	Numbers with error propagation and scientific rounding	2023-06-16
snp-mutator	Generate mutated sequence files from a reference genome.	2023-06-16
braker2	BRAKER2 is an extension of BRAKER1	2023-06-16
mtsv	MTSv is a suite of metagenomic binning and analysis tools.	2023-06-16
multiz	DNA multiple sequence aligner from Penn State's Miller lab.	2023-06-16
pybda	Big biological data analytics powered by Apache Spark	2023-06-16
irida-uploader	Upload NGS data to IRIDA system	2023-06-16
zorro	ZORRO is a probabilistic masking program that assigns confidence scores to each column in a multiple sequence alignment.	2023-06-16
pyasr	Ancestral sequence reconstruction using Python.	2023-06-16
unitig-counter	Uses a compressed de Bruijn graph (implemented in GATB) to count unitigs in bacterial populations.	2023-06-16
micropita	microPITA is a computational tool enabling sample selection in two-stage (tiered) studies.	2023-06-16
transposcope	A package for visualizing read coverage in areas flanking mobile element insertions.	2023-06-16
groopm	Metagenomic binning suite	2023-06-16
mantis	Mantis: A Fast, Small, and Exact Large-Scale Sequence-Search Index	2023-06-16
spotyping3	SpoTyping3: fast and accurate in silico Mycobacterium spoligotyping from sequence reads, compatible with Python3	2023-06-16
pytest-workflow	A pytest plugin for configuring workflow/pipeline tests using YAML files	2023-06-16
gff3sort	A Perl Script to sort gff3 files and produce suitable results for tabix tools	2023-06-16
bioconductor-idmappinganalysis	ID Mapping Analysis	2023-06-16
pylprotpredictor	A tool to predict PYL proteins	2023-06-16
shapeshifter-cli	A command-line tool for transforming large data sets	2023-06-16
bioconductor-idmappingretrieval	ID Mapping Data Retrieval	2023-06-16
ucsc-chainbridge	Attempt to extend alignments through double-sided gaps of similar size	2023-06-16
ucsc-clustergenes	Cluster genes from genePred tracks	2023-06-16
pbccs	pbccs - Generate Highly Accurate Single-Molecule Consensus Reads (HiFi Reads)	2023-06-16
compare-reads	cythonized function to compare reads by name.	2023-06-16
socru	Order and orientation of complete bacterial genomes	2023-06-16
fusioncatcher-seqtk	This is modified Seqtk version required for FusionCatcher.	2023-06-16
seurat-scripts	A set of wrappers for individual components of the Seurat package.	2023-06-16
r-brio	Biological R input/output.	2023-06-16
illumina-cleanup	Nextflow pipeline for pre-processing Illumina FASTQ files	2023-06-16
pathogist	Calibrated multi-criterion genomic analysis for public health microbiology	2023-06-16
alder	The ALDER software computes the weighted linkage disequilibrium (LD) statistic for making inference about population admixture	2023-06-16
biotradis	A set of tools to analyse the output from TraDIS analyses	2023-06-16
ir	Program for Calculating the Repetitiveness of DNA Sequences	2023-06-16
bioconductor-bioseqclass	Classification for Biological Sequences	2023-06-16
bioconductor-flowfit	Estimate proliferation in cell-tracking dye studies	2023-06-16
r-clvalid	Statistical and biological validation of clustering results.	2023-06-16
bioconductor-dupchecker	a package for checking high-throughput genomic data redundancy in meta-analysis	2023-06-16
bioconductor-gatingmldata	Data and XML files for Gating-ML Test suite	2023-06-16
bioconductor-adaptest	Data-Adaptive Statistics for High-Dimensional Multiple Testing	2023-06-16
bioconductor-jctseqdata	Example Junction Count data for use with JunctionSeq	2023-06-16
bioconductor-gqtlstats	gQTLstats: computationally efficient analysis for eQTL and allied studies	2023-06-16
perl-local-lib	create and use a local lib/ for perl modules with PERL5LIB	2023-06-16
